Mutant_Experiment_Sample_gene	Forebrain	Optic Tectum	Thalamus	Hypothalamus	Cerebellum	Hindbrain	Habenula	Posterior Tuberculum	Mutant_Experiment_Sample	Mutant_Experiment_Sample_gene_idx
GRIN2B	1.17133892	1.04402566	1.60601664	0.64439321	1.59031498	1.7818851470947199	0.86900657	1.79611886	GRIN2B_exp2_wt_8	exp2_wt_8
GRIN2B	1.49654531	0.99712753	1.31404901	0.53057921	1.12567627	0.95298808813095004	0.96939331	1.19434655	GRIN2B_exp2_wt_9	exp2_wt_9
GRIN2B	0.43315694	0.2765139	0.51301754	0.06456971	0.33280143	0.28122338652610701	0.24007119	0.30378371	GRIN2B_exp3_het_1	exp3_het_1
GRIN2B	0.46697155	0.24263956	0.46966949	0.06423131	0.34353253	0.45992138981819097	0.25326416	0.42116663	GRIN2B_exp3_het_2	exp3_het_2
GRIN2B	0.58078456	0.34286961	0.85576731	0.14774726	0.35216427	0.40860500931739802	0.3115356	0.61549866	GRIN2B_exp3_het_3	exp3_het_3
GRIN2B	0.41290179	0.23619291	0.58284849	0.09350726	0.22594814	0.39342179894447299	0.21035612	0.45025516	GRIN2B_exp3_het_4	exp3_het_4
GRIN2B	0.55814219	0.23553333	0.6067664	0.09940591	0.27683198	0.31954482197761502	0.30716497	0.38193569	GRIN2B_exp3_het_5	exp3_het_5
GRIN2B	0.4637157	0.18587965	0.45809439	0.07119326	0.26934198	0.29816937446594199	0.24483995	0.32278246	GRIN2B_exp3_het_6	exp3_het_6
GRIN2B	0.50997019	0.25442401	0.52505666	0.09682657	0.30391464	0.37739220261573703	0.31536299	0.4552359	GRIN2B_exp3_het_7	exp3_het_7
GRIN2B	0.54787511	0.26838931	0.73024255	0.11185557	0.3236891	0.44940853118896401	0.33108458	0.61074698	GRIN2B_exp3_het_8	exp3_het_8
GRIN2B	0.50835919	0.19485275	0.34858921	0.06481198	0.25273076	0.41172045469284002	0.19571017	0.32331172	GRIN2B_exp3_hom_1	exp3_hom_1
GRIN2B	0.33973062	0.21144728	0.43237051	0.06237959	0.26040244	0.440214663743972	0.16681808	0.35335606	GRIN2B_exp3_hom_2	exp3_hom_2
GRIN2B	0.40783915	0.30444103	0.53809178	0.05783869	0.35047132	0.31596210598945601	0.19989528	0.39117882	GRIN2B_exp3_hom_3	exp3_hom_3
GRIN2B	0.40652287	0.23561406	0.51521927	0.06329116	0.30117649	0.29003474116325301	0.20046692	0.42651829	GRIN2B_exp3_hom_4	exp3_hom_4
GRIN2B	0.36307266	0.2675007	0.36773708	0.04199529	0.27688077	0.28144773840904203	0.17867453	0.27142134	GRIN2B_exp3_hom_5	exp3_hom_5
GRIN2B	0.38767818	0.27244705	0.59138447	0.07664402	0.29374549	0.38644844293594299	0.21504331	0.41085386	GRIN2B_exp3_hom_6	exp3_hom_6
GRIN2B	0.39495477	0.21404602	0.38047847	0.07917709	0.20027573	0.37823104858398399	0.17210798	0.50936121	GRIN2B_exp3_hom_7	exp3_hom_7
GRIN2B	0.43663999	0.25160867	0.63457859	0.07268342	0.25004473	0.32370591163635198	0.20434806	0.50618279	GRIN2B_exp3_wt_1	exp3_wt_1
GRIN2B	0.34792736	0.2716774	0.48277232	0.04788192	0.3164342	0.30530640482902499	0.15032478	0.32100308	GRIN2B_exp3_wt_2	exp3_wt_2
GRIN2B	0.44541252	0.21493851	0.4699918	0.05773425	0.28764766	0.27317401766777	0.17443728	0.20779188	GRIN2B_exp3_wt_3	exp3_wt_3
GRIN2B	0.51546425	0.2310288	0.5975644	0.10233271	0.25288728	0.24565872550010601	0.28610244	0.39427057	GRIN2B_exp3_wt_4	exp3_wt_4
GRIN2B	0.55183119	0.29888451	0.72655618	0.12099895	0.29909936	0.182405680418014	0.26981553	0.39939696	GRIN2B_exp3_wt_5	exp3_wt_5
GRIN2B	0.38856754	0.15983209	0.19611831	0.04721395	0.19569278	0.222328141331672	0.16565679	0.11249903	GRIN2B_exp3_wt_6	exp3_wt_6
GRIN2B	0.52420348	0.27267084	0.67934543	0.10571013	0.31869364	0.33330118656158397	0.2612606	0.45369655	GRIN2B_exp3_wt_7	exp3_wt_7
GRIN2B	0.49919239	0.29340583	0.65078503	0.10257659	0.31337202	0.38090342283248901	0.297158	0.49389103	GRIN2B_exp3_wt_8	exp3_wt_8
GRIN2B	0.49158251	0.34751138	0.70749676	0.09997564	0.33583003	0.30065822601318298	0.27031261	0.45685285	GRIN2B_exp3_wt_9	exp3_wt_9
GRIN2B	0.42523822	0.1932826	0.47400466	0.05786422	0.19408834	0.29751619696617099	0.19645345	0.40219006	GRIN2B_exp3_wt_10	exp3_wt_10
GRIN2B	0.27764672	0.27900967	0.57211566	0.05333357	0.31235504	0.38619479537010099	0.1416893	0.52435237	GRIN2B_exp3_wt_11	exp3_wt_11
GRIN2B	0.42538172	0.24572378	0.53444386	0.0594746	0.33868977	0.42865186929702698	0.21890731	0.3935574	GRIN2B_exp3_wt_12	exp3_wt_12
GRIN2B	0.6867972	0.34090877	0.517111	0.14407276	0.33301502	0.40642234683036799	0.33355477	0.50349414	GRIN2B_exp3_wt_13	exp3_wt_13
KATNAL2	0.74509972	0.57474363	0.99399	0.43360806	0.8311525	1.05174219608306	0.70932263	1.10372829	KATNAL2_exp1_het_1	exp1_het_1
KATNAL2	0.49418896	0.55080265	0.75518978	0.31193	0.638143	0.73628836870193404	0.46388909	1.06977272	KATNAL2_exp1_het_2	exp1_het_2
KATNAL2	0.55255145	0.60069156	0.72149044	0.34496567	0.79575706	0.85822129249572698	0.52903593	0.92085564	KATNAL2_exp1_het_3	exp1_het_3
KATNAL2	0.43202275	0.54846203	0.56855154	0.16541095	0.77942371	0.50211113691329901	0.43587628	0.60944879	KATNAL2_exp1_het_4	exp1_het_4
KATNAL2	0.49344304	0.57928145	0.63559353	0.20233856	0.78132409	0.72550088167190496	0.53175265	0.74301702	KATNAL2_exp1_het_5	exp1_het_5
KATNAL2	0.76437086	0.56435937	1.17046452	0.7127406	0.91806984	1.07250356674194	0.65973002	1.4131186	KATNAL2_exp1_het_6	exp1_het_6
KATNAL2	0.4504239	0.49056417	0.61343551	0.2074644	0.56552607	0.50319558382034302	0.51893824	0.64498609	KATNAL2_exp1_het_7	exp1_het_7
KATNAL2	0.45873672	0.60058403	0.622949	0.20000851	0.71647656	0.69719195365905695	0.46440288	0.66244227	KATNAL2_exp1_hom_1	exp1_hom_1
KATNAL2	0.44445562	0.49305928	0.61287951	0.22987919	0.62825704	0.74464577436447099	0.45964351	0.90562636	KATNAL2_exp1_hom_2	exp1_hom_2
KATNAL2	0.38718405	0.40406501	0.56879592	0.19445188	0.50887847	0.64736807346343905	0.46530324	0.80338067	KATNAL2_exp1_hom_3	exp1_hom_3
KATNAL2	0.57358164	0.55458927	0.95220643	0.40956977	0.69038522	0.98487287759780795	0.63661158	1.21372318	KATNAL2_exp1_hom_4	exp1_hom_4
KATNAL2	0.63908726	0.6643191	1.11270869	0.79158074	0.86670375	1.1981898546218801	0.68385214	1.29217541	KATNAL2_exp1_hom_5	exp1_hom_5
KATNAL2	0.48077762	0.48092282	0.57868528	0.25006148	0.60517055	0.67671453952789296	0.58781588	0.65782195	KATNAL2_exp1_hom_6	exp1_hom_6
KATNAL2	0.45328882	0.48903269	0.6509251	0.24635746	0.55554432	0.609691202640533	0.45727834	0.75032473	KATNAL2_exp1_hom_7	exp1_hom_7
KATNAL2	0.56356978	0.54023939	0.92006069	0.37928593	0.55738682	0.659978687763214	0.54554385	1.1818428	KATNAL2_exp1_hom_8	exp1_hom_8
KATNAL2	0.41577777	0.47215879	0.52161098	0.16229524	0.45490816	0.48060733079910201	0.44543201	0.59408396	KATNAL2_exp1_wt_1	exp1_wt_1
KATNAL2	0.42596954	0.48897219	0.61292487	0.24641703	0.65178722	0.95309883356094305	0.47258383	0.72081834	KATNAL2_exp1_wt_2	exp1_wt_2
KATNAL2	0.57967854	0.47872141	0.75487447	0.31164271	0.66776699	0.79032742977142301	0.61286098	0.81348783	KATNAL2_exp1_wt_3	exp1_wt_3
KATNAL2	0.59304523	0.55070221	0.98408377	0.72567087	1.01744771	1.04540503025054	0.6043371	1.08266151	KATNAL2_exp1_wt_4	exp1_wt_4
KATNAL2	0.51871467	0.56169188	0.78417093	0.27815321	0.72282231	0.71584117412567105	0.4232122	0.86797005	KATNAL2_exp1_wt_5	exp1_wt_5
KATNAL2	0.5928995	0.64721018	0.92204547	0.3706674	0.78045893	1.12306284904479	0.51042908	1.21838009	KATNAL2_exp2_het_1	exp2_het_1
KATNAL2	0.57196349	0.96624577	1.68312776	0.60408413	0.7785219	1.3753445148468	0.62441319	2.06677222	KATNAL2_exp2_het_2	exp2_het_2
KATNAL2	0.63098687	0.68335408	0.88910294	0.38370511	0.95194	0.959503233432769	0.58589876	1.19708502	KATNAL2_exp2_het_3	exp2_het_3
KATNAL2	0.48197004	0.49381897	0.8882882	0.41497773	0.6411379	1.21887099742889	0.49453735	1.30086172	KATNAL2_exp2_het_4	exp2_het_4
KATNAL2	0.43140769	0.61497331	0.80728006	0.23501824	0.67919093	1.0397520065307599	0.56988585	0.90104783	KATNAL2_exp2_het_5	exp2_het_5
KATNAL2	0.63001817	0.85078359	1.29873788	0.3683362	1.02985823	0.99605637788772505	0.57400811	1.42903662	KATNAL2_exp2_het_6	exp2_het_6
KATNAL2	0.51771462	1.15103781	1.44020617	0.3282398	1.26477301	1.2352503538131701	0.54588372	1.65170586	KATNAL2_exp2_het_7	exp2_het_7
KATNAL2	0.49801832	0.66592395	1.03794754	0.36576381	0.79813308	1.087819814682	0.55356497	1.23592484	KATNAL2_exp2_het_8	exp2_het_8
KATNAL2	0.476767	0.9119482	1.04833031	0.25560313	1.07210946	1.1199359893798799	0.4852474	1.21020639	KATNAL2_exp2_het_9	exp2_het_9
KATNAL2	0.73064166	1.11051071	0.93834239	0.24100433	0.92017257	0.89910650253295898	0.57402575	1.02146411	KATNAL2_exp2_hom_1	exp2_hom_1
KATNAL2	0.62885141	0.57856536	1.09731567	0.35468572	0.59749192	0.68905866146087602	0.53400975	1.32137549	KATNAL2_exp2_hom_2	exp2_hom_2
KATNAL2	0.47636595	0.92030644	1.16557693	0.32172403	0.90732467	1.0749870538711499	0.45462954	1.39895415	KATNAL2_exp2_hom_3	exp2_hom_3
KATNAL2	0.43644181	0.83966833	1.0898273	0.25396517	0.81984788	0.90866023302078203	0.44988838	1.21871972	KATNAL2_exp2_hom_4	exp2_hom_4
KATNAL2	0.37997195	0.83191752	1.13685656	0.2787739	0.67149913	0.95726567506790095	0.42626283	1.2351476	KATNAL2_exp2_hom_5	exp2_hom_5
KATNAL2	0.52457422	0.62609565	0.93716478	0.37391144	0.76578963	1.0799976587295499	0.49008742	1.24881983	KATNAL2_exp2_hom_6	exp2_hom_6
KATNAL2	0.52943993	0.56783229	0.82346159	0.29286778	0.66361737	0.98496788740158003	0.61291677	0.96546847	KATNAL2_exp2_hom_7	exp2_hom_7
KATNAL2	0.54312873	0.64424491	1.03882813	0.349895	0.67010671	0.87219721078872603	0.6181668	1.14363825	KATNAL2_exp2_hom_8	exp2_hom_8
KATNAL2	0.61005658	0.65334332	0.83763468	0.32508123	0.80669838	0.98139953613281194	0.51754308	0.97011936	KATNAL2_exp2_hom_9	exp2_hom_9
KATNAL2	0.47190842	0.63554746	1.07470381	0.31850719	0.62380016	0.91540348529815596	0.42652619	1.2952354	KATNAL2_exp2_hom_10	exp2_hom_10
KATNAL2	0.64952511	0.64172548	0.96768618	0.48277456	0.84499806	1.3961833715438801	0.71242195	1.23641968	KATNAL2_exp2_wt_1	exp2_wt_1
KATNAL2	0.54870254	0.64052802	0.63098049	0.45443985	0.93542993	1.4372434616088801	0.49837711	0.99676126	KATNAL2_exp2_wt_2	exp2_wt_2
KATNAL2	0.39930624	0.78950518	0.81318194	0.25904322	0.980712	1.0929485559463501	0.47995606	1.03369999	KATNAL2_exp2_wt_3	exp2_wt_3
KATNAL2	0.52003306	0.66526216	0.57657129	0.17347485	0.72473347	0.66944503784179599	0.52396101	0.62597209	KATNAL2_exp2_wt_4	exp2_wt_4
KATNAL2	0.58599347	0.77895635	0.93111897	0.2498851	0.94328022	1.0418293476104701	0.54487449	1.06161237	KATNAL2_exp2_wt_5	exp2_wt_5
KATNAL2	0.52379465	0.73402697	1.20840454	0.38634863	0.69764382	1.1032367944717401	0.59478915	1.56774068	KATNAL2_exp2_wt_6	exp2_wt_6
KATNAL2	0.70325434	0.79211831	0.92953849	0.42251608	1.0101645	1.2957915067672701	0.69477475	1.18417621	KATNAL2_exp2_wt_7	exp2_wt_7
KATNAL2	0.66723341	0.69284844	1.18945837	0.56570452	0.81836849	1.21641874313354	0.58651608	1.60792601	KATNAL2_exp2_wt_8	exp2_wt_8
KATNAL2	0.57734364	0.65805376	0.94026953	0.31815603	0.68129319	0.92818033695220903	0.58538157	1.02085102	KATNAL2_exp2_wt_9	exp2_wt_9
KDM5B	1.40564811	1.21426857	2.10449576	0.43001047	0.97271246	0.81983590126037598	0.63635767	1.12937129	KDM5B_exp1_het_1	exp1_het_1
KDM5B	1.14676821	1.269171	1.65467441	0.35121673	1.11482275	0.992603719234466	0.73460132	1.36299276	KDM5B_exp1_het_2	exp1_het_2
KDM5B	1.06662321	0.82553834	1.2433815	0.40851298	0.71349365	0.76641243696212702	0.59710395	1.20272756	KDM5B_exp1_het_3	exp1_het_3
KDM5B	0.8329941	1.45589757	2.04199553	0.64087558	1.20058894	0.98861634731292702	0.6056298	1.42263734	KDM5B_exp1_het_4	exp1_het_4
KDM5B	1.1175983	0.94866115	1.61940956	0.3684561	0.91707164	0.80869680643081598	0.525024	1.0365907	KDM5B_exp1_het_5	exp1_het_5
KDM5B	0.90069836	1.51958621	2.05235434	0.43217582	1.13715398	1.0659537315368599	0.60244131	1.23056519	KDM5B_exp1_het_6	exp1_het_6
KDM5B	1.24402344	0.65538114	3.40109348	0.47850683	0.74864936	1.5337383747100799	0.19949047	1.31124794	KDM5B_exp1_hom_1	exp1_hom_1
KDM5B	0.96694875	1.52386594	1.56449187	0.29722568	0.89917117	0.48813235759735102	0.66658056	0.8960101	KDM5B_exp1_hom_2	exp1_hom_2
KDM5B	0.97788841	1.61892676	2.28412509	0.47218946	1.16510975	0.913812756538391	0.85437536	1.31133151	KDM5B_exp1_hom_3	exp1_hom_3
KDM5B	0.93793589	1.73946297	1.34174562	0.35180679	0.96757954	0.63510560989379805	0.84230471	0.94145858	KDM5B_exp1_hom_4	exp1_hom_4
KDM5B	1.37846756	1.32753682	1.88797271	0.40670523	1.56243646	1.06568956375122	0.85791707	0.93257546	KDM5B_exp1_hom_5	exp1_hom_5
KDM5B	1.0783112	1.2444396	1.8659488	0.37650368	0.97604865	0.97548109292983998	0.6123386	1.08398271	KDM5B_exp1_hom_6	exp1_hom_6
KDM5B	1.07964301	0.8470279	1.43062389	0.24771023	0.62574089	0.70440524816512995	0.4728418	0.57874334	KDM5B_exp1_hom_7	exp1_hom_7
KDM5B	1.10886431	1.21512949	1.91110575	0.34561643	1.12295616	1.0931752920150699	0.59302086	1.0878967	KDM5B_exp1_hom_8	exp1_hom_8
KDM5B	0.95171869	1.05315232	1.70405853	0.29927945	0.80615592	0.65779119729995705	0.49353814	1.10160112	KDM5B_exp1_hom_9	exp1_hom_9
KDM5B	0.90901977	0.82017553	1.60669947	0.39332619	0.59426856	0.81325566768646196	0.46334144	1.385818	KDM5B_exp1_wt_1	exp1_wt_1
KDM5B	0.84580952	1.10516155	1.69355118	0.29233372	1.02821386	0.867295622825622	0.641761	1.21633613	KDM5B_exp1_wt_2	exp1_wt_2
KDM5B	0.97551626	0.73936039	0.95404923	0.23316324	0.56263471	0.460529625415802	0.4846594	0.52328277	KDM5B_exp1_wt_3	exp1_wt_3
KDM5B	1.09331715	1.32417154	1.74326336	0.29972857	0.68505198	0.54738152027130105	0.71267223	0.97368002	KDM5B_exp1_wt_4	exp1_wt_4
KDM5B	0.98985755	1.19800436	1.5247978	0.3290095	0.74164611	0.48236846923828097	0.55265301	1.03192866	KDM5B_exp1_wt_5	exp1_wt_5
KDM5B	1.14483166	1.189466	1.48220372	0.34079587	1.21320653	0.79471278190612704	0.51209551	1.02324247	KDM5B_exp1_wt_6	exp1_wt_6
KDM5B	0.81436121	1.17859924	1.81777716	0.67500484	1.47931051	1.6623778343200599	0.82950628	1.8984344	KDM5B_exp2_het_1	exp2_het_1
KDM5B	0.798397	0.8788209	1.34916759	0.58311731	1.17723453	1.47205162048339	0.76515663	1.53984976	KDM5B_exp2_het_2	exp2_het_2
KDM5B	0.72765899	0.5658797	0.89652467	0.22828998	0.75521296	0.71228140592574996	0.67311692	0.67752707	KDM5B_exp2_het_3	exp2_het_3
KDM5B	0.78692198	0.56986272	0.84170222	0.22400932	0.79463404	0.70542097091674805	0.66105038	0.69659925	KDM5B_exp2_het_4	exp2_het_4
KDM5B	0.7343719	0.81302047	1.18323672	0.32380539	0.95826322	0.93635582923889105	0.61515397	1.18291676	KDM5B_exp2_het_5	exp2_het_5
KDM5B	0.71247351	0.85986745	1.31640506	0.47810397	0.91008842	1.1134712696075399	0.77027106	1.33720636	KDM5B_exp2_het_6	exp2_het_6
KDM5B	0.8201831	0.79762584	0.99148989	0.21640089	0.97503561	0.968802750110626	0.76664424	0.52685457	KDM5B_exp2_het_7	exp2_het_7
KDM5B	0.75555593	0.75571412	1.00833404	0.24365216	0.75040698	0.779466152191162	0.72429258	0.83942354	KDM5B_exp2_het_8	exp2_het_8
KDM5B	0.76612908	0.69080263	1.07829297	0.2916443	0.84428936	1.0054186582565301	0.68054277	0.89069557	KDM5B_exp2_het_9	exp2_het_9
KDM5B	0.67202836	0.76983285	1.4359144	0.46320954	1.02950704	1.1626071929931601	0.71464849	0.99041182	KDM5B_exp2_hom_1	exp2_hom_1
KDM5B	0.54333013	0.85967726	0.9241519	0.26896194	0.88116592	0.59234541654586703	0.61374223	0.72691864	KDM5B_exp2_hom_2	exp2_hom_2
KDM5B	0.73610133	0.90716153	0.82501221	0.18653977	1.17491138	0.62643790245056097	0.56275505	0.59439683	KDM5B_exp2_hom_3	exp2_hom_3
KDM5B	0.48652375	0.7072894	1.14896441	0.31108499	0.9452278	0.79126042127609197	0.5387603	0.95562124	KDM5B_exp2_hom_4	exp2_hom_4
KDM5B	1.0751791	0.65536839	1.11400092	0.40397394	0.66084826	0.83816856145858698	0.82509464	1.147246	KDM5B_exp2_hom_5	exp2_hom_5
KDM5B	0.823991	0.60613328	1.06679213	0.25648046	0.71067446	0.731187343597412	0.58119774	0.95966721	KDM5B_exp2_hom_6	exp2_hom_6
KDM5B	0.94792008	1.18345022	1.59075701	0.42941007	1.51318252	1.06635081768035	0.96487552	1.14450622	KDM5B_exp2_hom_7	exp2_hom_7
KDM5B	1.00132859	1.45233166	2.41080475	0.75841576	2.34404826	1.5852075815200799	0.97833663	1.31070483	KDM5B_exp2_hom_8	exp2_hom_8
KDM5B	0.62805176	0.87250286	1.5947789	0.51036078	0.86809099	1.05468761920928	0.55935735	1.50808954	KDM5B_exp2_hom_9	exp2_hom_9
KDM5B	0.5774051	0.69028771	0.94338751	0.19619229	0.75857025	0.62206578254699696	0.52015525	0.64838117	KDM5B_exp2_wt_1	exp2_wt_1
KDM5B	0.94285238	0.75789493	1.31190073	0.46028319	0.91348237	1.16575002670288	0.75772297	1.28721774	KDM5B_exp2_wt_2	exp2_wt_2
KDM5B	1.01027679	1.14334154	1.47685289	0.50731778	1.0660603	0.95969581604003895	0.80963939	1.44361734	KDM5B_exp2_wt_3	exp2_wt_3
KDM5B	0.51014525	0.71512032	1.37994587	0.36956793	0.91318125	1.0718358755111601	0.61003673	1.2524792	KDM5B_exp2_wt_4	exp2_wt_4
KDM5B	0.72854167	0.48342592	0.59724545	0.14864038	0.498059	0.39826962351799	0.60393769	0.43022612	KDM5B_exp2_wt_5	exp2_wt_5
KDM5B	0.686064	0.76096714	1.04094982	0.21235132	0.9366399	0.78997200727462702	0.71320689	0.80694014	KDM5B_exp2_wt_6	exp2_wt_6
KDM5B	0.69758964	0.71392679	1.15525925	0.27476671	0.9393934	0.80384600162506104	0.65534443	0.82452911	KDM5B_exp2_wt_7	exp2_wt_7
KDM5B	0.72397506	0.63873732	0.86601108	0.21638769	0.79790425	0.84887510538101196	0.57255024	0.78689224	KDM5B_exp2_wt_8	exp2_wt_8
KDM5B	0.81632644	0.49656114	0.91013175	0.2829448	0.66983104	0.877322018146514	0.60612595	0.87069231	KDM5B_exp2_wt_9	exp2_wt_9
KDM5B	0.55672902	0.36100265	0.44679835	0.16636766	0.44955212	0.39867806434631298	0.37574971	0.44995812	KDM5B_exp3_het_1	exp3_het_1
KDM5B	0.47513106	0.42135254	0.5200811	0.13708599	0.43633941	0.40097203850746099	0.33402675	0.52038884	KDM5B_exp3_het_2	exp3_het_2
KDM5B	0.54471701	0.49141002	0.75066066	0.24082524	0.60478115	0.65111511945724398	0.54398137	0.72956818	KDM5B_exp3_het_3	exp3_het_3
KDM5B	0.55650729	0.48535082	0.63562423	0.14790228	0.49412611	0.41095289587974498	0.48401374	0.62224966	KDM5B_exp3_het_4	exp3_het_4
KDM5B	0.50650716	0.44343182	0.77453876	0.17435712	0.45934439	0.486686050891876	0.42132145	0.79511869	KDM5B_exp3_het_5	exp3_het_5
KDM5B	0.87969875	0.72475505	1.09352863	0.44961092	0.91630697	1.04482114315032	0.66209942	1.12088537	KDM5B_exp3_het_6	exp3_het_6
KDM5B	0.54032809	0.35338196	0.71109444	0.24545811	0.40669993	0.56335842609405495	0.38138163	0.87623125	KDM5B_exp3_het_7	exp3_het_7
KDM5B	0.50083578	0.47766209	0.76034063	0.24051234	0.45614296	0.63469499349594105	0.38873449	0.88348883	KDM5B_exp3_het_8	exp3_het_8
KDM5B	0.50111663	0.4367646	0.67896807	0.16808508	0.448475	0.45471301674842801	0.40505037	0.70847142	KDM5B_exp3_hom_1	exp3_hom_1
KDM5B	0.73481715	0.54063284	1.03069532	0.31040621	0.52762586	0.69460076093673695	0.58212048	1.01359057	KDM5B_exp3_hom_2	exp3_hom_2
KDM5B	0.75477266	0.63339883	0.92585033	0.25982469	0.69470376	0.74761074781417802	0.65047991	0.95294768	KDM5B_exp3_hom_3	exp3_hom_3
KDM5B	0.74998677	0.51034671	0.92574412	0.29917082	0.58946288	0.68209606409072798	0.56083852	0.9553647	KDM5B_exp3_hom_4	exp3_hom_4
KDM5B	0.59280711	0.51705724	0.91804391	0.25682274	0.50812405	0.54236811399459794	0.47555104	0.93481368	KDM5B_exp3_hom_5	exp3_hom_5
KDM5B	0.671269	0.59259558	0.80008948	0.23764625	0.65296179	0.75823783874511697	0.51119798	0.83548623	KDM5B_exp3_hom_6	exp3_hom_6
KDM5B	0.75469804	0.5764479	0.8499096	0.23267923	0.63970959	0.63474470376968295	0.74090195	0.80139685	KDM5B_exp3_hom_7	exp3_hom_7
KDM5B	0.58261734	0.52006328	0.60522455	0.15117799	0.63996524	0.51961827278137196	0.51206994	0.58036935	KDM5B_exp3_hom_8	exp3_hom_8
KDM5B	0.39034456	0.42460832	0.58472502	0.16101941	0.41848648	0.38342669606208801	0.31998175	0.70952278	KDM5B_exp3_hom_9	exp3_hom_9
KDM5B	0.66827136	0.43519107	0.56692588	0.18538235	0.58971602	0.57912802696228005	0.51254165	0.5818162	KDM5B_exp3_hom_10	exp3_hom_10
KDM5B	0.41817275	0.45318431	0.54887116	0.11233795	0.48612192	0.41546404361724798	0.36534521	0.514925	KDM5B_exp3_hom_11	exp3_hom_11
KDM5B	0.47051808	0.48513427	0.51119024	0.13577098	0.48949465	0.45947745442390397	0.36104342	0.49160206	KDM5B_exp3_hom_12	exp3_hom_12
KDM5B	0.73168421	0.37371191	0.62533182	0.32638887	0.56124574	0.64486497640609697	0.43313265	0.68773186	KDM5B_exp3_wt_1	exp3_wt_1
KDM5B	0.60324758	0.50940698	0.70159984	0.21359253	0.55715901	0.45849722623825001	0.46833724	0.62435526	KDM5B_exp3_wt_2	exp3_wt_2
KDM5B	0.74948567	0.59168166	1.060727	0.31639332	0.68618047	0.80169242620468095	0.64618796	0.94972962	KDM5B_exp3_wt_3	exp3_wt_3
KDM5B	0.64325058	0.61083573	0.78699136	0.26359466	0.70289004	0.66121196746826105	0.50966531	0.80648416	KDM5B_exp3_wt_4	exp3_wt_4
KDM5B	0.57908469	0.43062368	0.6648733	0.25952592	0.47732931	0.61768442392349199	0.50687206	0.75495768	KDM5B_exp3_wt_5	exp3_wt_5
KDM5B	0.74172461	0.44009	0.77399695	0.43240196	0.63108939	0.72941678762435902	0.44588783	0.92958039	KDM5B_exp3_wt_6	exp3_wt_6
KDM5B	0.52409679	0.52425551	0.76032448	0.3073324	0.51162505	0.67631214857101396	0.526586	0.93861145	KDM5B_exp3_wt_7	exp3_wt_7
KDM5B	0.6906721	0.62356991	0.99105728	0.32844889	0.57262564	0.63579386472702004	0.59457868	0.98700345	KDM5B_exp3_wt_8	exp3_wt_8
KDM5B	0.65935969	0.49941432	0.90666842	0.37727302	0.63081807	0.82273638248443604	0.56492883	1.024014	KDM5B_exp3_wt_9	exp3_wt_9
KDM5B	0.64989477	0.55246323	0.6744926	0.26906568	0.67051178	0.79155504703521695	0.45942217	0.85593379	KDM5B_exp3_wt_10	exp3_wt_10
KDM5B	0.51165599	0.53342319	0.79504615	0.18428074	0.59018618	0.60854053497314398	0.41465694	0.78013653	KDM5B_exp3_wt_11	exp3_wt_11
KDM5B	0.64108253	0.51702499	0.62183499	0.18521824	0.69377488	0.50385701656341497	0.53116077	0.56020129	KDM5B_exp3_wt_12	exp3_wt_12
KDM5B	0.45383582	0.44117662	0.4205651	0.10915636	0.53936511	0.42217564582824701	0.3649995	0.38130549	KDM5B_exp3_wt_13	exp3_wt_13
KDM5B	0.43586025	0.39960489	0.60713273	0.2443023	0.39982757	0.40602847933769198	0.36752722	0.66387999	KDM5B_exp3_wt_14	exp3_wt_14
KDM5B	0.59325963	0.42286974	0.72279364	0.26753181	0.48308983	0.509909987449646	0.50280648	0.7744537	KDM5B_exp3_wt_15	exp3_wt_15
POGZ	0.51589608	0.41688678	0.55538642	0.18179761	0.57280844	0.73681247234344405	0.53602922	0.77496469	POGZ_exp1_het_1	exp1_het_1
POGZ	0.64613265	0.74891001	1.01588142	0.32876906	0.97556919	0.88376212120056097	0.77291775	1.09223759	POGZ_exp1_het_2	exp1_het_2
POGZ	0.51401633	0.65301257	0.93632025	0.36682349	0.8650319	0.822027087211608	0.56807011	1.20598423	POGZ_exp1_het_3	exp1_het_3
POGZ	0.5305689	0.41478771	0.66930115	0.24355577	0.66267437	0.59068119525909402	0.45014718	0.87247968	POGZ_exp1_het_4	exp1_het_4
POGZ	0.66919315	0.35059586	0.49971879	0.20457473	0.54349363	0.64947140216827304	0.4919827	0.53313637	POGZ_exp1_het_5	exp1_het_5
POGZ	0.50722969	0.61659092	0.8059538	0.27974132	0.92496538	0.74048382043838501	0.57340646	0.99303472	POGZ_exp1_het_6	exp1_het_6
POGZ	0.49573222	0.45651117	0.78093821	0.32811561	0.63286942	0.80846989154815596	0.44657788	0.87589937	POGZ_exp1_het_7	exp1_het_7
POGZ	0.81661522	0.46449474	0.85490209	0.31496885	0.6539771	0.69805586338043202	0.59105766	1.01408863	POGZ_exp1_hom_1	exp1_hom_1
POGZ	0.75547171	0.41283506	0.68459368	0.25091845	0.70715368	0.76453709602355902	0.5702225	0.81067383	POGZ_exp1_hom_2	exp1_hom_2
POGZ	0.6216315	0.57717121	0.91955924	0.33279333	0.78678846	0.78661346435546797	0.50069857	1.06209803	POGZ_exp1_hom_3	exp1_hom_3
