perturbation_gene	Gene	PValue	padj	logFC	logCPM	LR	cell type	perturbation	perturbation_gene_idx	Gene_raw	_Gene_resolution
Nr2f1	Klhdc1	0.001553461	0.047377734	1.928423726	5.988211294	10.01410252	Excit_L6CT_CTX	Nr2f1_2	2	Klhdc1	passed_through
Nr2f1	Dhrs7	2.79E-06	0.001763753	2.162723561	5.949461279	21.95632453	Excit_L6CT_CTX	Nr2f1_2	2	Dhrs7	passed_through
Nr2f1	4930447C04Rik	0.001439055	0.045536565	1.853908266	5.153321782	10.15506296	Excit_L6CT_CTX	Nr2f1_2	2	4930447C04Rik	passed_through
Nr2f1	Zbtb1	0.000456383	0.023456526	6.375138161	3.062815218	12.28594349	Excit_L6CT_CTX	Nr2f1_2	2	Zbtb1	passed_through
Nr2f1	Actn1	0.001426182	0.045536565	-1.283712108	6.088826951	10.17162876	Excit_L6CT_CTX	Nr2f1_2	2	Actn1	passed_through
Nr2f1	Gm30025	0.001153315	0.040651127	3.823141323	4.655791731	10.56367769	Excit_L6CT_CTX	Nr2f1_2	2	Gm30025	passed_through
Nr2f1	Med6	0.001406387	0.045119966	3.297564724	5.006157287	10.19740162	Excit_L6CT_CTX	Nr2f1_2	2	Med6	passed_through
Nr2f1	Syndig1l	0.000912206	0.035366524	0.653917287	7.176005413	10.997789	Excit_L6CT_CTX	Nr2f1_2	2	Syndig1l	passed_through
Nr2f1	Eif2b2	0.000176134	0.014208509	-1.99704511	5.87194901	14.06996869	Excit_L6CT_CTX	Nr2f1_2	2	Eif2b2	passed_through
Nr2f1	Ttc8	0.000161981	0.013701985	-2.102807252	5.479813238	14.22756156	Excit_L6CT_CTX	Nr2f1_2	2	Ttc8	passed_through
Nr2f1	Gskip	0.000134796	0.012278286	2.502114958	5.682500462	14.57350966	Excit_L6CT_CTX	Nr2f1_2	2	Gskip	passed_through
Nr2f1	Lbhd2	0.000475366	0.023731307	-22.14079203	2.887845604	12.20989747	Excit_L6CT_CTX	Nr2f1_2	2	Lbhd2	passed_through
Nr2f1	Clba1	6.07E-05	0.008490893	4.105349247	4.909571024	16.0802827	Excit_L6CT_CTX	Nr2f1_2	2	Clba1	passed_through
Nr2f1	Btbd6	0.000125069	0.01205509	-1.611936554	6.197639033	14.71466905	Excit_L6CT_CTX	Nr2f1_2	2	Btbd6	passed_through
Nr2f1	Tmem196	0.00033859	0.020217498	2.19271518	5.950248351	12.84384913	Excit_L6CT_CTX	Nr2f1_2	2	Tmem196	passed_through
Nr2f1	Chrm3	4.01E-05	0.007329898	0.937335915	7.059945163	16.86847469	Excit_L6CT_CTX	Nr2f1_2	2	Chrm3	passed_through
Nr2f1	1110046J04Rik	0.000200111	0.01523473	-3.580571354	4.78820161	13.83003742	Excit_L6CT_CTX	Nr2f1_2	2	1110046J04Rik	passed_through
Nr2f1	Thoc3	7.79E-07	0.000790473	1.790087392	6.536311289	24.40977081	Excit_L6CT_CTX	Nr2f1_2	2	Thoc3	passed_through
Nr2f1	Uimc1	0.000232098	0.01662147	2.865876221	5.319135785	13.55156072	Excit_L6CT_CTX	Nr2f1_2	2	Uimc1	passed_through
Nr2f1	Fgfr4	1.92E-05	0.005859501	24.60790119	4.417571805	18.26293925	Excit_L6CT_CTX	Nr2f1_2	2	Fgfr4	passed_through
Nr2f1	Ercc6l2	0.000798651	0.032977521	7.442501667	4.459769516	11.24436509	Excit_L6CT_CTX	Nr2f1_2	2	Ercc6l2	passed_through
Nr2f1	Zfp458	0.000192509	0.015054293	13.84764073	3.334367163	13.90282022	Excit_L6CT_CTX	Nr2f1_2	2	Zfp458	passed_through
Nr2f1	Adcy2	0.001006663	0.037270991	0.673793239	7.404348833	10.81527166	Excit_L6CT_CTX	Nr2f1_2	2	Adcy2	passed_through
Nr2f1	Pdcd6	0.000225483	0.016446753	-0.661040013	7.334700727	13.60584032	Excit_L6CT_CTX	Nr2f1_2	2	Pdcd6	passed_through
Nr2f1	Nr2f1	7.18E-05	0.009211331	0.803166334	7.244974128	15.76343194	Excit_L6CT_CTX	Nr2f1_2	2	Nr2f1	passed_through
Nr2f1	Atp6ap1l	2.64E-05	0.006436697	-8.137703913	4.342757314	17.65936935	Excit_L6CT_CTX	Nr2f1_2	2	Atp6ap1l	passed_through
Nr2f1	Serinc5	0.000500848	0.02450132	2.960618645	5.111825319	12.11250552	Excit_L6CT_CTX	Nr2f1_2	2	Serinc5	passed_through
Nr2f1	Arsb	0.00132647	0.043816663	-1.33565398	5.871638896	10.30532416	Excit_L6CT_CTX	Nr2f1_2	2	Arsb	passed_through
Nr2f1	Nsa2	0.001568711	0.047492283	-0.55086099	7.536239675	9.996111262	Excit_L6CT_CTX	Nr2f1_2	2	Nsa2	passed_through
Nr2f1	Erbin	0.000319654	0.019468554	10.9970206	3.035145122	12.95156337	Excit_L6CT_CTX	Nr2f1_2	2	Erbin	passed_through
Nr2f1	D830030K20Rik	0.001439256	0.045536565	-3.904226855	4.23519671	10.15480523	Excit_L6CT_CTX	Nr2f1_2	2	D830030K20Rik	passed_through
Nr2f1	Gm2237	4.04E-05	0.007329898	-6.34624721	4.327713373	16.8518111	Excit_L6CT_CTX	Nr2f1_2	2	Gm2237	passed_through
Nr2f1	Fam149b	6.05E-07	0.000710558	3.357099537	5.851611954	24.89509986	Excit_L6CT_CTX	Nr2f1_2	2	Fam149b	passed_through
Nr2f1	Zswim8	0.001066425	0.038892578	1.155610648	6.35386842	10.70853416	Excit_L6CT_CTX	Nr2f1_2	2	Zswim8	passed_through
Nr2f1	Zmiz1os1	2.22E-05	0.005939205	-20.24902519	3.752690602	17.99487433	Excit_L6CT_CTX	Nr2f1_2	2	Zmiz1os1	passed_through
Nr2f1	Tasor	3.01E-05	0.006662776	1.5883569	6.498944707	17.41250928	Excit_L6CT_CTX	Nr2f1_2	2	Tasor	passed_through
Nr2f1	Uqcc5	0.00028455	0.018063956	2.280371388	6.196196755	13.16945331	Excit_L6CT_CTX	Nr2f1_2	2	Smim4	passed_through
Nr2f1	Eaf1	0.001136058	0.040344969	-17.62901169	3.347383587	10.59154801	Excit_L6CT_CTX	Nr2f1_2	2	Eaf1	passed_through
Nr2f1	Emc9	5.81E-06	0.00244196	1.262897374	6.98492918	20.54857256	Excit_L6CT_CTX	Nr2f1_2	2	Emc9	passed_through
Nr2f1	Sdr39u1	0.000103665	0.011692116	1.356750044	6.719586679	15.06874836	Excit_L6CT_CTX	Nr2f1_2	2	Sdr39u1	passed_through
Nr2f1	Amer2	0.000454404	0.023453815	-0.872148327	6.855875992	12.2940507	Excit_L6CT_CTX	Nr2f1_2	2	Amer2	passed_through
Nr2f1	Nefl	1.22E-05	0.004001014	0.947777737	7.286579731	19.13906938	Excit_L6CT_CTX	Nr2f1_2	2	Nefl	passed_through
Nr2f1	Nudt18	4.73E-05	0.00747916	-2.388876936	6.276421509	16.5552039	Excit_L6CT_CTX	Nr2f1_2	2	Nudt18	passed_through
Nr2f1	Stk24	0.000710518	0.030331464	-1.949549729	5.558494095	11.46152827	Excit_L6CT_CTX	Nr2f1_2	2	Stk24	passed_through
Nr2f1	Rad1	0.000165689	0.013729611	-4.134732277	4.83017996	14.18497134	Excit_L6CT_CTX	Nr2f1_2	2	Rad1	passed_through
Nr2f1	Cmbl	3.69E-05	0.007329898	17.51089788	3.597675452	17.02528191	Excit_L6CT_CTX	Nr2f1_2	2	Cmbl	passed_through
Nr2f1	Klf10	0.000164504	0.013724826	3.003826784	5.346702935	14.19847118	Excit_L6CT_CTX	Nr2f1_2	2	Klf10	passed_through
Nr2f1	Dcaf13	0.001495796	0.046584853	-1.335439597	6.298917179	10.08378661	Excit_L6CT_CTX	Nr2f1_2	2	Dcaf13	passed_through
Nr2f1	Tmem65	0.000492104	0.024170649	0.884279223	7.036526408	12.14534957	Excit_L6CT_CTX	Nr2f1_2	2	Tmem65	passed_through
Nr2f1	Sla	7.36E-05	0.009328748	-0.981927348	6.706736305	15.71722646	Excit_L6CT_CTX	Nr2f1_2	2	Sla	passed_through
Nr2f1	Gm7125	0.000879299	0.034775134	-5.823839876	5.155704953	11.06589996	Excit_L6CT_CTX	Nr2f1_2	2	Gm7125	passed_through
Nr2f1	Ccdc166	0.000833702	0.033595558	-6.989620099	4.223093794	11.16466	Excit_L6CT_CTX	Nr2f1_2	2	Ccdc166	passed_through
Nr2f1	Gpaa1	0.000955998	0.036164636	-0.979853503	6.58071194	10.91090501	Excit_L6CT_CTX	Nr2f1_2	2	Gpaa1	passed_through
Nr2f1	Sun2	0.00078015	0.032433476	9.828541167	3.693855811	11.28787299	Excit_L6CT_CTX	Nr2f1_2	2	Sun2	passed_through
Nr2f1	Scube1	7.47E-05	0.009328748	-4.211905604	4.703070405	15.68849189	Excit_L6CT_CTX	Nr2f1_2	2	Scube1	passed_through
Nr2f1	Efcab6	0.000729101	0.030730732	-6.863654678	4.060775572	11.4135566	Excit_L6CT_CTX	Nr2f1_2	2	Efcab6	passed_through
Nr2f1	Abcd2	7.51E-05	0.009328748	-5.9319017	5.201043203	15.67900346	Excit_L6CT_CTX	Nr2f1_2	2	Abcd2	passed_through
Nr2f1	Amigo2	0.001611627	0.047998109	4.424814201	4.480156629	9.946417953	Excit_L6CT_CTX	Nr2f1_2	2	Amigo2	passed_through
Nr2f1	Csrnp2	0.000892429	0.03495395	2.75400517	5.085108013	11.03841963	Excit_L6CT_CTX	Nr2f1_2	2	Csrnp2	passed_through
Nr2f1	A330009N23Rik	0.001277707	0.042640408	27.62974384	3.089192432	10.37445731	Excit_L6CT_CTX	Nr2f1_2	2	A330009N23Rik	passed_through
Nr2f1	Ypel1	0.001258936	0.042479515	-1.043802435	6.404288306	10.40178371	Excit_L6CT_CTX	Nr2f1_2	2	Ypel1	passed_through
Nr2f1	Ydjc	6.94E-05	0.009169728	-0.980300338	7.032108713	15.82797308	Excit_L6CT_CTX	Nr2f1_2	2	Ydjc	passed_through
Nr2f1	Trmt2a	0.001379871	0.04473915	2.803947416	5.507031764	10.2325059	Excit_L6CT_CTX	Nr2f1_2	2	Trmt2a	passed_through
Nr2f1	Tango2	0.000864037	0.034507651	0.850243091	7.059131083	11.09836867	Excit_L6CT_CTX	Nr2f1_2	2	Tango2	passed_through
Nr2f1	2510009E07Rik	0.000913649	0.035366524	-7.215451124	4.237028085	10.99486076	Excit_L6CT_CTX	Nr2f1_2	2	2510009E07Rik	passed_through
Nr2f1	Etv5	0.000161513	0.013701985	-1.731624722	5.750924765	14.23299872	Excit_L6CT_CTX	Nr2f1_2	2	Etv5	passed_through
Nr2f1	Tnk2	0.000112133	0.011893073	4.057028209	4.815283335	14.92058403	Excit_L6CT_CTX	Nr2f1_2	2	Tnk2	passed_through
Nr2f1	Fyttd1	0.001407568	0.045119966	0.623596738	7.342685507	10.19585332	Excit_L6CT_CTX	Nr2f1_2	2	Fyttd1	passed_through
Nr2f1	Filip1l	0.001217979	0.041770719	-0.732784741	7.003833211	10.46286954	Excit_L6CT_CTX	Nr2f1_2	2	Filip1l	passed_through
Nr2f1	Arl6	0.001538992	0.04710165	-0.822273184	6.696433178	10.03133854	Excit_L6CT_CTX	Nr2f1_2	2	Arl6	passed_through
Nr2f1	Epha6	4.40E-05	0.007446595	1.745789283	6.179915628	16.68985864	Excit_L6CT_CTX	Nr2f1_2	2	Epha6	passed_through
Nr2f1	Morc3	0.000100281	0.01141607	1.256872295	6.616073684	15.13141265	Excit_L6CT_CTX	Nr2f1_2	2	Morc3	passed_through
Nr2f1	Hlcs	0.000126677	0.01205509	-10.18200655	3.150085367	14.69059449	Excit_L6CT_CTX	Nr2f1_2	2	Hlcs	passed_through
Nr2f1	Synj2	0.000929055	0.035778872	-2.017029223	5.100571311	10.9638726	Excit_L6CT_CTX	Nr2f1_2	2	Synj2	passed_through
Nr2f1	Rgmb	0.00050832	0.024767404	1.25875886	6.549262779	12.08489215	Excit_L6CT_CTX	Nr2f1_2	2	Rgmb	passed_through
Nr2f1	Gm7072	0.00023743	0.01662147	-6.936308314	4.41396193	13.50893637	Excit_L6CT_CTX	Nr2f1_2	2	Gm7072	passed_through
Nr2f1	Zfp945	0.001283243	0.042708153	1.736025797	5.611247366	10.36647532	Excit_L6CT_CTX	Nr2f1_2	2	Zfp945	passed_through
Nr2f1	Flywch1	0.000117832	0.01205509	-1.080314535	6.678926918	14.8270761	Excit_L6CT_CTX	Nr2f1_2	2	Flywch1	passed_through
Nr2f1	Amdhd2	4.29E-05	0.007421882	3.389429314	5.397990785	16.73968476	Excit_L6CT_CTX	Nr2f1_2	2	Amdhd2	passed_through
Nr2f1	Fahd1	0.001123261	0.040124463	3.010443942	5.227378996	10.61249376	Excit_L6CT_CTX	Nr2f1_2	2	Fahd1	passed_through
Nr2f1	Eme2	0.000552415	0.026334011	16.05820364	3.050096083	11.92985514	Excit_L6CT_CTX	Nr2f1_2	2	Eme2	passed_through
Nr2f1	Nme3	0.00111996	0.040124211	14.80570472	3.73201548	10.61793593	Excit_L6CT_CTX	Nr2f1_2	2	Nme3	passed_through
Nr2f1	Capn15	0.000548946	0.026325656	-1.742898034	5.856864754	11.9415889	Excit_L6CT_CTX	Nr2f1_2	2	Capn15	passed_through
Nr2f1	Mdga1	0.000553444	0.026334011	2.017012675	5.516223217	11.92638575	Excit_L6CT_CTX	Nr2f1_2	2	Mdga1	passed_through
Nr2f1	BC051226	2.29E-05	0.005939205	-1.707265634	6.198558903	17.92858745	Excit_L6CT_CTX	Nr2f1_2	2	BC051226	passed_through
Nr2f1	D17H6S53E	0.000401486	0.022641224	-4.111176056	4.181438688	12.52526346	Excit_L6CT_CTX	Nr2f1_2	2	D17H6S53E	passed_through
Nr2f1	Pex6	0.000425502	0.023035711	2.461404529	5.715259108	12.41674338	Excit_L6CT_CTX	Nr2f1_2	2	Pex6	passed_through
Nr2f1	Bicral	0.00044699	0.023169315	2.55030584	5.639185321	12.32475616	Excit_L6CT_CTX	Nr2f1_2	2	Bicral	passed_through
Nr2f1	Alkbh7	0.000594756	0.027442137	1.06015104	6.503296768	11.79231873	Excit_L6CT_CTX	Nr2f1_2	2	Alkbh7	passed_through
Nr2f1	Lpin2	9.31E-06	0.003239144	-0.897832188	7.075630943	19.64860531	Excit_L6CT_CTX	Nr2f1_2	2	Lpin2	passed_through
Nr2f1	Rhoq	0.001167428	0.04073866	3.676660618	4.453635332	10.54119607	Excit_L6CT_CTX	Nr2f1_2	2	Rhoq	passed_through
Nr2f1	Fbxo11	8.26E-05	0.009959671	1.409778532	6.597176334	15.49825104	Excit_L6CT_CTX	Nr2f1_2	2	Fbxo11	passed_through
Nr2f1	Gm6277	0.00157011	0.047492283	-7.96034592	3.810934253	9.994470407	Excit_L6CT_CTX	Nr2f1_2	2	Gm6277	passed_through
Nr2f1	Gm49980	0.001215562	0.041770719	10.79922739	4.260901689	10.4665389	Excit_L6CT_CTX	Nr2f1_2	2	Gm49980	passed_through
Nr2f1	Pcdhb18	0.000354762	0.020775776	14.11082982	3.183808079	12.75656154	Excit_L6CT_CTX	Nr2f1_2	2	Pcdhb18	passed_through
Nr2f1	Pcdhb19	0.000443903	0.02316302	-8.809903596	3.908205071	12.33769438	Excit_L6CT_CTX	Nr2f1_2	2	Pcdhb19	passed_through
Nr2f1	Kctd16	2.63E-06	0.001763753	9.359460923	4.567263633	22.07256639	Excit_L6CT_CTX	Nr2f1_2	2	Kctd16	passed_through
Nr2f1	Marchf3	0.000444309	0.02316302	4.135897394	4.436552925	12.33598694	Excit_L6CT_CTX	Nr2f1_2	2	3-Mar	rescued_excel
Nr2f1	Slc26a2	0.001579337	0.047500994	-7.941509069	4.05259761	9.983680484	Excit_L6CT_CTX	Nr2f1_2	2	Slc26a2	passed_through
Nr2f1	Ppargc1b	0.000514381	0.024962843	-1.935136781	5.320243238	12.06279589	Excit_L6CT_CTX	Nr2f1_2	2	Ppargc1b	passed_through
Nr2f1	Arhgef37	0.000896798	0.0350125	-7.819544602	4.209814458	11.02936566	Excit_L6CT_CTX	Nr2f1_2	2	Arhgef37	passed_through
Nr2f1	Fbxo38	0.001436299	0.045536565	-1.241285	6.245954761	10.15859715	Excit_L6CT_CTX	Nr2f1_2	2	Fbxo38	passed_through
Nr2f1	Malt1	0.000526977	0.025424302	-6.858476115	4.102952916	12.01769967	Excit_L6CT_CTX	Nr2f1_2	2	Malt1	passed_through
Nr2f1	Grp	2.77E-08	8.44E-05	1.637458373	6.723777446	30.86128534	Excit_L6CT_CTX	Nr2f1_2	2	Grp	passed_through
Nr2f1	Impa2	0.001136058	0.040344969	3.322321006	4.7176242	10.59154819	Excit_L6CT_CTX	Nr2f1_2	2	Impa2	passed_through
Nr2f1	Dcc	0.000365519	0.021201845	0.62375832	7.606029188	12.70069835	Excit_L6CT_CTX	Nr2f1_2	2	Dcc	passed_through
Nr2f1	Mbd1	9.53E-10	3.87E-06	7.916613367	5.748894479	37.41831043	Excit_L6CT_CTX	Nr2f1_2	2	Mbd1	passed_through
Nr2f1	Epg5	0.000112282	0.011893073	3.287086265	5.285886181	14.91808047	Excit_L6CT_CTX	Nr2f1_2	2	Epg5	passed_through
Nr2f1	Rbm4b	0.00027092	0.017666983	2.974943368	5.132203166	13.26145185	Excit_L6CT_CTX	Nr2f1_2	2	Rbm4b	passed_through
Nr2f1	Znhit2	5.78E-05	0.008490893	-2.073270982	5.984715791	16.17284512	Excit_L6CT_CTX	Nr2f1_2	2	Znhit2	passed_through
Nr2f1	Bad	0.000486823	0.024008065	-1.017920155	6.910191125	12.16547339	Excit_L6CT_CTX	Nr2f1_2	2	Bad	passed_through
Nr2f1	Taf6l	0.000206741	0.015641703	3.43180004	5.394207392	13.76880157	Excit_L6CT_CTX	Nr2f1_2	2	Taf6l	passed_through
Nr2f1	Tmem138	0.001177518	0.040751803	-1.789728898	5.306641736	10.525292	Excit_L6CT_CTX	Nr2f1_2	2	Tmem138	passed_through
Nr2f1	Vwce	7.94E-05	0.009771874	19.93031691	3.29249669	15.57204823	Excit_L6CT_CTX	Nr2f1_2	2	Vwce	passed_through
Nr2f1	Gm10053	7.23E-08	0.00015426	-6.887424134	5.429622685	29.00309023	Excit_L6CT_CTX	Nr2f1_2	2	Gm10053	passed_through
Nr2f1	Ric1	0.000683202	0.029935537	2.81689798	5.17305459	11.53439888	Excit_L6CT_CTX	Nr2f1_2	2	Ric1	passed_through
Nr2f1	Rpl9-ps6	0.001271202	0.042640408	-5.229917813	4.362814157	10.38388081	Excit_L6CT_CTX	Nr2f1_2	2	Rpl9-ps6	passed_through
Nr2f1	Stambpl1	0.000115377	0.011910228	1.347975853	6.4668762	14.8667816	Excit_L6CT_CTX	Nr2f1_2	2	Stambpl1	passed_through
Nr2f1	Pank1	0.000787962	0.032646831	-2.582870559	5.387420673	11.26937565	Excit_L6CT_CTX	Nr2f1_2	2	Pank1	passed_through
Nr2f1	Htr7	2.72E-06	0.001763753	1.828758473	6.040208944	22.00563378	Excit_L6CT_CTX	Nr2f1_2	2	Htr7	passed_through
Nr2f1	Sorbs1	0.000465731	0.023539716	-1.113195469	6.746209267	12.24810382	Excit_L6CT_CTX	Nr2f1_2	2	Sorbs1	passed_through
Nr2f1	Frat1	0.00168983	0.049960736	-5.347985363	4.844679973	9.859216748	Excit_L6CT_CTX	Nr2f1_2	2	Frat1	passed_through
Nr2f1	Ubtd1	0.001108614	0.039834894	9.22563187	3.755394238	10.63676519	Excit_L6CT_CTX	Nr2f1_2	2	Ubtd1	passed_through
Nr2f1	Shoc2	0.000357845	0.02085603	-0.784564416	7.054392349	12.74037977	Excit_L6CT_CTX	Nr2f1_2	2	Shoc2	passed_through
Nr2f1	Gm14703	0.001235762	0.041891807	-6.203636608	3.982409647	10.43609607	Excit_L6CT_CTX	Nr2f1_2	2	Gm14703	passed_through
Nr2f1	Praf2	0.001076786	0.039153219	-0.566837205	7.486760339	10.69064623	Excit_L6CT_CTX	Nr2f1_2	2	Praf2	passed_through
Nr2f1	Ccdc120	1.84E-05	0.005739998	4.056703336	5.26406304	18.35042528	Excit_L6CT_CTX	Nr2f1_2	2	Ccdc120	passed_through
Nr2f1	Gripap1	0.000379389	0.021595028	0.87657381	7.003637709	12.63106542	Excit_L6CT_CTX	Nr2f1_2	2	Gripap1	passed_through
Nr2f1	Ebp	0.000150336	0.013174391	3.207074923	6.094771028	14.36799713	Excit_L6CT_CTX	Nr2f1_2	2	Ebp	passed_through
Nr2f1	Rp2	3.34E-05	0.007131974	10.85589735	4.091131483	17.21531582	Excit_L6CT_CTX	Nr2f1_2	2	Rp2	passed_through
Nr2f1	Enox2	0.000186558	0.014852734	6.815081017	4.53396207	13.96184552	Excit_L6CT_CTX	Nr2f1_2	2	Enox2	passed_through
Nr2f1	Slitrk4	0.000157592	0.013614365	-1.213543682	6.302784787	14.27925947	Excit_L6CT_CTX	Nr2f1_2	2	Slitrk4	passed_through
Nr2f1	Zfp275	0.001531332	0.047051405	-6.667208919	3.830026798	10.04052926	Excit_L6CT_CTX	Nr2f1_2	2	Zfp275	passed_through
Nr2f1	BC065397	0.000561097	0.026462802	-6.291913513	4.080396702	11.90080486	Excit_L6CT_CTX	Nr2f1_2	2	BC065397	passed_through
Nr2f1	Tbc1d8b	0.000885369	0.03485015	6.667710978	3.064153555	11.05314469	Excit_L6CT_CTX	Nr2f1_2	2	Tbc1d8b	passed_through
Nr2f1	Phf8	0.00023733	0.01662147	1.893104968	5.836353842	13.50972368	Excit_L6CT_CTX	Nr2f1_2	2	Phf8	passed_through
NonTarget1	Chic2	2.48E-06	0.024662637	-3.15158241	6.760016949	22.18371792	Excit_L5_PT_CTX	NonTarget1		Chic2	passed_through
Foxg1	Vwc2l	3.71E-05	0.015568479	-1.708690361	5.979849077	17.01491045	Excit_Upper	Foxg1_1	1	Vwc2l	passed_through
Foxg1	Igfbp5	3.42E-07	0.000351914	1.07432241	7.116648841	25.99928534	Excit_Upper	Foxg1_1	1	Igfbp5	passed_through
Foxg1	Cntnap5a	3.04E-08	4.93E-05	0.810119968	7.446559402	30.67964099	Excit_Upper	Foxg1_1	1	Cntnap5a	passed_through
Foxg1	Nacc2	2.01E-05	0.011997719	6.664339818	4.897332869	18.17859753	Excit_Upper	Foxg1_1	1	Nacc2	passed_through
Foxg1	Slc1a2	2.88E-05	0.014830761	-0.940310533	7.041193367	17.49625419	Excit_Upper	Foxg1_1	1	Slc1a2	passed_through
Foxg1	Meis2	1.11E-07	0.000126201	0.920330203	7.219605932	28.16593874	Excit_Upper	Foxg1_1	1	Meis2	passed_through
Foxg1	Lzts3	3.41E-05	0.015568479	6.720224864	4.825334569	17.17303701	Excit_Upper	Foxg1_1	1	Lzts3	passed_through
Foxg1	Plcb4	7.42E-05	0.028046687	1.465587183	6.686545722	15.69967654	Excit_Upper	Foxg1_1	1	Plcb4	passed_through
Foxg1	Insm1	2.81E-05	0.014830761	6.889700862	4.718039045	17.54269646	Excit_Upper	Foxg1_1	1	Insm1	passed_through
Foxg1	Cdh22	9.36E-05	0.032335856	6.657118482	4.806145527	15.26146439	Excit_Upper	Foxg1_1	1	Cdh22	passed_through
Foxg1	Egfem1	5.47E-08	7.75E-05	-1.495644143	6.731227528	29.54361448	Excit_Upper	Foxg1_1	1	Egfem1	passed_through
Foxg1	6530403H02Rik	4.75E-07	0.000448796	2.573730484	6.337828769	25.362078	Excit_Upper	Foxg1_1	1	6530403H02Rik	passed_through
Foxg1	Nfib	0.000138249	0.040177432	0.499035359	7.634421697	14.52584929	Excit_Upper	Foxg1_1	1	Nfib	passed_through
Foxg1	Slc24a2	0.000116358	0.038788356	1.575151642	6.305884464	14.85080782	Excit_Upper	Foxg1_1	1	Slc24a2	passed_through
Foxg1	Jun	2.40E-08	4.93E-05	2.067578127	6.857421926	31.14455683	Excit_Upper	Foxg1_1	1	Jun	passed_through
Foxg1	Rcan3	1.46E-12	1.65E-08	8.069306022	5.763635559	50.10658484	Excit_Upper	Foxg1_1	1	Rcan3	passed_through
Foxg1	Dhrs3	0.000137742	0.040177432	6.745249562	4.614685235	14.5327806	Excit_Upper	Foxg1_1	1	Dhrs3	passed_through
Foxg1	Lmo3	1.87E-05	0.01178615	1.440904137	6.885369605	18.31547189	Excit_Upper	Foxg1_1	1	Lmo3	passed_through
Foxg1	Rgma	1.00E-06	0.000811447	1.172034743	6.973488301	23.92367306	Excit_Upper	Foxg1_1	1	Rgma	passed_through
Foxg1	Sgcz	7.42E-05	0.028046687	0.967228244	6.862217017	15.70067703	Excit_Upper	Foxg1_1	1	Sgcz	passed_through
Foxg1	C130073E24Rik	3.48E-05	0.015568479	3.849574412	5.343138782	17.13805661	Excit_Upper	Foxg1_1	1	C130073E24Rik	passed_through
Foxg1	Lpl	3.71E-05	0.015568479	-0.725142676	7.186865893	17.01660855	Excit_Upper	Foxg1_1	1	Lpl	passed_through
Foxg1	Nr3c2	3.53E-05	0.015568479	2.111718003	6.112547355	17.11129733	Excit_Upper	Foxg1_1	1	Nr3c2	passed_through
Foxg1	Col12a1	1.03E-07	0.000126201	3.288472333	5.810849636	28.31072881	Excit_Upper	Foxg1_1	1	Col12a1	passed_through
Foxg1	Rwdd2a	2.54E-05	0.014383766	1.962554268	6.235519987	17.73571504	Excit_Upper	Foxg1_1	1	Rwdd2a	passed_through
Foxg1	Prss35	0.000129954	0.039808196	3.95632502	5.222530714	14.64244658	Excit_Upper	Foxg1_1	1	Prss35	passed_through
Foxg1	Slc35g2	0.000154982	0.042626762	3.446326526	5.47418672	14.31068862	Excit_Upper	Foxg1_1	1	Slc35g2	passed_through
Foxg1	Cpne4	0.00015796	0.042626762	-0.822206041	6.958656798	14.27486107	Excit_Upper	Foxg1_1	1	Cpne4	passed_through
Foxg1	Kcnc2	3.09E-12	1.75E-08	4.476356626	6.113998317	48.62828672	Excit_Upper	Foxg1_1	1	Kcnc2	passed_through
Foxg1	Kcnip1	5.74E-06	0.004336232	2.90928691	5.720722323	20.57340206	Excit_Upper	Foxg1_1	1	Kcnip1	passed_through
Foxg1	Msi2	9.23E-05	0.032335856	2.822584026	5.514046877	15.2885923	Excit_Upper	Foxg1_1	1	Msi2	passed_through
Foxg1	Foxg1	2.67E-08	4.93E-05	0.821790711	7.456562165	30.93412198	Excit_Upper	Foxg1_1	1	Foxg1	passed_through
Foxg1	Slc8a3	4.31E-05	0.017448284	1.650861032	6.451590401	16.72952244	Excit_Upper	Foxg1_1	1	Slc8a3	passed_through
Foxg1	Bmp6	1.54E-05	0.010297318	6.994389528	4.771402049	18.68178774	Excit_Upper	Foxg1_1	1	Bmp6	passed_through
Foxg1	Rab3c	0.000122083	0.039533926	0.64795462	7.271406191	14.76023724	Excit_Upper	Foxg1_1	1	Rab3c	passed_through
Foxg1	Clu	9.41E-05	0.032335856	-0.910826797	6.840011552	15.2505594	Excit_Upper	Foxg1_1	1	Clu	passed_through
Foxg1	Aard	0.000128729	0.039808196	6.611426051	4.587464716	14.66030116	Excit_Upper	Foxg1_1	1	Aard	passed_through
Foxg1	Abi3bp	0.000157655	0.042626762	6.35333935	4.705548216	14.27851006	Excit_Upper	Foxg1_1	1	Abi3bp	passed_through
Foxg1	Pcp4	2.92E-09	8.29E-06	1.260613211	7.332598034	35.23333451	Excit_Upper	Foxg1_1	1	Pcp4	passed_through
Foxg1	Zcchc12	1.01E-10	3.81E-07	2.518341643	6.688840942	41.8037282	Excit_Upper	Foxg1_1	1	Zcchc12	passed_through
Foxg1	Tspan6	6.69E-07	0.000582915	1.129984529	7.0200773	24.70358099	Excit_Upper	Foxg1_1	1	Tspan6	passed_through
Foxg1	Ap1s2	6.84E-06	0.004842375	1.9924929	6.24044275	20.23861901	Excit_Upper	Foxg1_1	1	Ap1s2	passed_through
Tbr1	Crispld1	0.00064775	0.037948669	3.609552288	5.804790642	11.63348733	CR	Tbr1_1	1	Crispld1	passed_through
