perturbation_gene	Gene	PValue	padj	logFC	logCPM	LR	cell type	perturbation	perturbation_gene_idx	Gene_raw	_Gene_resolution
Foxg1	Nwd2	1.98E-08	5.02E-06	2.071624091	6.414692083	31.51841397	Excit_L6CT_CTX	Foxg1_1	1	Nwd2	passed_through
Foxg1	Gabra2	7.57E-05	0.005716422	2.191088081	5.75665285	15.66233201	Excit_L6CT_CTX	Foxg1_1	1	Gabra2	passed_through
Foxg1	Kit	3.74E-14	3.33E-11	-1.731745443	6.600978638	57.29968261	Excit_L6CT_CTX	Foxg1_1	1	Kit	passed_through
Foxg1	Sowahb	0.000470693	0.02281488	-3.587084246	3.88969085	12.22832995	Excit_L6CT_CTX	Foxg1_1	1	Sowahb	passed_through
Foxg1	Prdm8	1.28E-09	4.42E-07	1.606398215	6.406268362	36.8469676	Excit_L6CT_CTX	Foxg1_1	1	Prdm8	passed_through
Foxg1	Arhgap24	0.000314321	0.016877144	2.537518847	4.916322861	12.98306473	Excit_L6CT_CTX	Foxg1_1	1	Arhgap24	passed_through
Foxg1	Lrrc8b	0.000375495	0.019014374	-0.719937348	6.818616888	12.65035391	Excit_L6CT_CTX	Foxg1_1	1	Lrrc8b	passed_through
Foxg1	Cplx1	0.000295368	0.016208798	-0.381015222	7.464405903	13.09954298	Excit_L6CT_CTX	Foxg1_1	1	Cplx1	passed_through
Foxg1	Srrm4	0.000201409	0.012062262	-0.611149333	6.980151391	13.81789383	Excit_L6CT_CTX	Foxg1_1	1	Srrm4	passed_through
Foxg1	Hrk	8.79E-06	0.000986074	2.923684769	4.932399864	19.75859492	Excit_L6CT_CTX	Foxg1_1	1	Hrk	passed_through
Foxg1	Med13l	0.000343618	0.017687794	1.173480457	6.010402933	12.81627191	Excit_L6CT_CTX	Foxg1_1	1	Med13l	passed_through
Foxg1	Rph3a	0.000224043	0.012980922	-0.619665749	7.014913369	13.61787138	Excit_L6CT_CTX	Foxg1_1	1	Rph3a	passed_through
Foxg1	Camkk2	1.75E-05	0.001776608	0.702645307	7.089144256	18.43909664	Excit_L6CT_CTX	Foxg1_1	1	Camkk2	passed_through
Foxg1	Caln1	1.05E-05	0.0011155	-0.621902133	7.366902295	19.42239622	Excit_L6CT_CTX	Foxg1_1	1	Caln1	passed_through
Foxg1	Vgf	0.000593452	0.026496887	-0.767192234	6.725407675	11.79640522	Excit_L6CT_CTX	Foxg1_1	1	Vgf	passed_through
Foxg1	Sdk1	8.49E-08	1.82E-05	-1.858650344	6.191568524	28.6908001	Excit_L6CT_CTX	Foxg1_1	1	Sdk1	passed_through
Foxg1	Wasf3	3.80E-05	0.003409935	0.920737925	6.635182657	16.96629302	Excit_L6CT_CTX	Foxg1_1	1	Wasf3	passed_through
Foxg1	Met	0.000671674	0.028654271	-1.31262619	5.935217265	11.56603663	Excit_L6CT_CTX	Foxg1_1	1	Met	passed_through
Foxg1	Cadps2	2.46E-06	0.00033548	1.112265021	6.494192291	22.19873326	Excit_L6CT_CTX	Foxg1_1	1	Cadps2	passed_through
Foxg1	Tpk1	0.001351466	0.048939567	-2.24542129	4.728979062	10.27087638	Excit_L6CT_CTX	Foxg1_1	1	Tpk1	passed_through
Foxg1	Neurod6	0.001107597	0.041835752	-0.367178387	7.568379526	10.63846308	Excit_L6CT_CTX	Foxg1_1	1	Neurod6	passed_through
Foxg1	Nt5c3	0.000836676	0.033512772	-0.390262007	7.393924512	11.15805507	Excit_L6CT_CTX	Foxg1_1	1	Nt5c3	passed_through
Foxg1	Lrrtm4	0.001272524	0.046787717	0.480456595	7.420586767	10.38196206	Excit_L6CT_CTX	Foxg1_1	1	Lrrtm4	passed_through
Foxg1	Cyp26b1	0.000667519	0.028574872	-2.716836389	4.532803303	11.57757517	Excit_L6CT_CTX	Foxg1_1	1	Cyp26b1	passed_through
Foxg1	H1f10	0.001349421	0.048939567	0.298159392	7.813584602	10.27366969	Excit_L6CT_CTX	Foxg1_1	1	H1fx	passed_through
Foxg1	Mrps25	0.000326482	0.017284729	0.914066803	6.411167836	12.91200404	Excit_L6CT_CTX	Foxg1_1	1	Mrps25	passed_through
Foxg1	Magi1	2.51E-05	0.002361058	0.729388124	7.067939416	17.75396111	Excit_L6CT_CTX	Foxg1_1	1	Magi1	passed_through
Foxg1	Tafa1	1.41E-20	8.76E-17	4.435965422	6.564391459	86.48691494	Excit_L6CT_CTX	Foxg1_1	1	Tafa1	passed_through
Foxg1	Cntn6	4.80E-07	8.67E-05	1.209081357	6.687696021	25.34240239	Excit_L6CT_CTX	Foxg1_1	1	Cntn6	passed_through
Foxg1	Lrrn1	0.000288578	0.015976983	1.123952784	5.959694122	13.14311038	Excit_L6CT_CTX	Foxg1_1	1	Lrrn1	passed_through
Foxg1	Camk1	0.000793993	0.032634347	-0.553435285	7.24930075	11.25522203	Excit_L6CT_CTX	Foxg1_1	1	Camk1	passed_through
Foxg1	Cxcl12	4.90E-12	2.54E-09	1.961727193	6.523121786	47.72564372	Excit_L6CT_CTX	Foxg1_1	1	Cxcl12	passed_through
Foxg1	Ccnd2	0.000580167	0.02626348	-1.36405425	5.470039955	11.8385591	Excit_L6CT_CTX	Foxg1_1	1	Ccnd2	passed_through
Foxg1	Ybx3	0.000657847	0.028418022	-0.368956053	7.421008297	11.60471742	Excit_L6CT_CTX	Foxg1_1	1	Ybx3	passed_through
Foxg1	Rassf8	0.001244524	0.046139996	3.307215438	4.192595361	10.42304654	Excit_L6CT_CTX	Foxg1_1	1	Rassf8	passed_through
Foxg1	Ttyh1	8.92E-05	0.006495522	-0.4495311	7.374222563	15.35329109	Excit_L6CT_CTX	Foxg1_1	1	Ttyh1	passed_through
Foxg1	Peg3	0.000165583	0.010313326	0.373771947	7.609479651	14.18617297	Excit_L6CT_CTX	Foxg1_1	1	Peg3	passed_through
Foxg1	Tmem91	7.95E-18	1.65E-14	2.774182371	6.532183367	73.96547907	Excit_L6CT_CTX	Foxg1_1	1	Tmem91	passed_through
Foxg1	Fbl	0.000309129	0.016670222	-0.626174452	7.085364745	13.01425275	Excit_L6CT_CTX	Foxg1_1	1	Fbl	passed_through
Foxg1	Vstm2b	2.13E-09	6.80E-07	1.408850905	6.730211063	35.8526698	Excit_L6CT_CTX	Foxg1_1	1	Vstm2b	passed_through
Foxg1	Klk8	0.00051909	0.02421839	-3.569442425	4.459436625	12.04580564	Excit_L6CT_CTX	Foxg1_1	1	Klk8	passed_through
Foxg1	Nell1	6.01E-18	1.50E-14	2.360350313	6.560242479	74.51664625	Excit_L6CT_CTX	Foxg1_1	1	Nell1	passed_through
Foxg1	Slc17a6	0.000432993	0.021152109	2.900121401	4.872111986	12.3841551	Excit_L6CT_CTX	Foxg1_1	1	Slc17a6	passed_through
Foxg1	Sv2b	0.000797786	0.032634347	-0.467906579	7.176661686	11.24637654	Excit_L6CT_CTX	Foxg1_1	1	Sv2b	passed_through
Foxg1	4632427E13Rik	0.001337076	0.04870161	1.290007059	5.467246438	10.29062824	Excit_L6CT_CTX	Foxg1_1	1	4632427E13Rik	passed_through
Foxg1	Aqp11	7.21E-06	0.00083191	1.966484393	5.505528927	20.13667062	Excit_L6CT_CTX	Foxg1_1	1	Aqp11	passed_through
Foxg1	Dkk3	0.000132279	0.008811774	-1.058264727	6.36158316	14.60902996	Excit_L6CT_CTX	Foxg1_1	1	Dkk3	passed_through
Foxg1	Spon1	7.24E-07	0.000123329	-3.673182884	4.854363681	24.55069712	Excit_L6CT_CTX	Foxg1_1	1	Spon1	passed_through
Foxg1	Vps35l	0.001373575	0.049168446	0.808861914	6.504768205	10.24094146	Excit_L6CT_CTX	Foxg1_1	1	Vps35l	passed_through
Foxg1	Crym	0.000196263	0.011810858	-0.352344989	7.750330471	13.86652797	Excit_L6CT_CTX	Foxg1_1	1	Crym	passed_through
Foxg1	Hs3st2	0.000151649	0.009687649	-1.043457304	6.287106197	14.35162202	Excit_L6CT_CTX	Foxg1_1	1	Hs3st2	passed_through
Foxg1	Cacng3	1.78E-07	3.51E-05	1.829581318	6.152620219	27.26255783	Excit_L6CT_CTX	Foxg1_1	1	Cacng3	passed_through
Foxg1	Zfp764	2.75E-05	0.002522784	-12.06365413	2.748019617	17.58030363	Excit_L6CT_CTX	Foxg1_1	1	Zfp764	passed_through
Foxg1	Ptpre	5.05E-05	0.004087169	-0.965465046	6.569548801	16.42853992	Excit_L6CT_CTX	Foxg1_1	1	Ptpre	passed_through
Foxg1	Tcerg1l	5.05E-09	1.43E-06	5.101184829	6.210373825	34.17109265	Excit_L6CT_CTX	Foxg1_1	1	Tcerg1l	passed_through
Foxg1	Adgra1	1.52E-13	1.11E-10	-2.570675522	5.970179347	54.54898577	Excit_L6CT_CTX	Foxg1_1	1	Adgra1	passed_through
Foxg1	9530052E02Rik	6.59E-06	0.000774182	9.108077846	3.072093675	20.30936779	Excit_L6CT_CTX	Foxg1_1	1	9530052E02Rik	passed_through
Foxg1	Dlgap2	0.000259694	0.014638032	0.501694354	7.261758706	13.34079841	Excit_L6CT_CTX	Foxg1_1	1	Dlgap2	passed_through
Foxg1	Tacc1	0.000781088	0.032218601	0.85053295	6.637601751	11.28564157	Excit_L6CT_CTX	Foxg1_1	1	Tacc1	passed_through
Foxg1	Sgcz	3.83E-06	0.000492381	0.458405276	7.742831143	21.34606679	Excit_L6CT_CTX	Foxg1_1	1	Sgcz	passed_through
Foxg1	Tenm3	0.000374704	0.019014374	-0.566011951	7.119282199	12.65429517	Excit_L6CT_CTX	Foxg1_1	1	Tenm3	passed_through
Foxg1	C130073E24Rik	0.001057738	0.040171456	2.100492844	4.697509716	10.72366838	Excit_L6CT_CTX	Foxg1_1	1	C130073E24Rik	passed_through
Foxg1	Galntl6	0.000180667	0.011032211	0.685997531	7.084782908	14.02217713	Excit_L6CT_CTX	Foxg1_1	1	Galntl6	passed_through
Foxg1	Psd3	4.00E-05	0.003514054	-0.394220064	7.737640953	16.87177297	Excit_L6CT_CTX	Foxg1_1	1	Psd3	passed_through
Foxg1	Csgalnact1	0.00080502	0.032664932	-1.379745257	5.651951345	11.22962289	Excit_L6CT_CTX	Foxg1_1	1	Csgalnact1	passed_through
Foxg1	Lpl	6.48E-11	2.78E-08	-3.571679832	5.938274022	42.67062795	Excit_L6CT_CTX	Foxg1_1	1	Lpl	passed_through
Foxg1	Nr3c2	2.49E-05	0.002361058	2.424204787	4.958113627	17.77123946	Excit_L6CT_CTX	Foxg1_1	1	Nr3c2	passed_through
Foxg1	Nkd1	5.94E-13	4.11E-10	3.364648037	5.688949618	51.86677472	Excit_L6CT_CTX	Foxg1_1	1	Nkd1	passed_through
Foxg1	Mt3	0.000329312	0.017309014	-0.483466154	7.198487635	12.89584873	Excit_L6CT_CTX	Foxg1_1	1	Mt3	passed_through
Foxg1	Mmp15	0.000581899	0.02626348	-4.929316236	3.748345637	11.83300735	Excit_L6CT_CTX	Foxg1_1	1	Mmp15	passed_through
Foxg1	Glg1	0.000718188	0.030534008	0.355745758	7.531427553	11.44157808	Excit_L6CT_CTX	Foxg1_1	1	Glg1	passed_through
Foxg1	Cntnap4	0.001267158	0.046787717	-0.933666382	6.137055612	10.38976396	Excit_L6CT_CTX	Foxg1_1	1	Cntnap4	passed_through
Foxg1	Gcsh	4.22E-05	0.003670676	-1.093588244	6.434035497	16.76983268	Excit_L6CT_CTX	Foxg1_1	1	Gcsh	passed_through
Foxg1	Kcnk1	3.45E-06	0.000456936	-0.701840858	7.145118335	21.54955737	Excit_L6CT_CTX	Foxg1_1	1	Kcnk1	passed_through
Foxg1	Slc35f3	1.82E-08	4.73E-06	-1.23435091	6.736506587	31.67586009	Excit_L6CT_CTX	Foxg1_1	1	Slc35f3	passed_through
Foxg1	Nrp1	2.34E-19	9.74E-16	-2.554918817	6.350026155	80.92457814	Excit_L6CT_CTX	Foxg1_1	1	Nrp1	passed_through
Foxg1	B3gat1	0.000593109	0.026496887	-0.343554399	7.596405178	11.79748032	Excit_L6CT_CTX	Foxg1_1	1	B3gat1	passed_through
Foxg1	Arhgap32	5.11E-05	0.004087169	0.833312741	6.92377715	16.40618694	Excit_L6CT_CTX	Foxg1_1	1	Arhgap32	passed_through
Foxg1	Kirrel3	7.67E-15	7.96E-12	1.96183847	7.039606439	60.4194219	Excit_L6CT_CTX	Foxg1_1	1	Kirrel3	passed_through
Foxg1	Ubash3b	2.40E-06	0.00033548	2.728130671	5.100554639	22.24458611	Excit_L6CT_CTX	Foxg1_1	1	Ubash3b	passed_through
Foxg1	Sorl1	1.65E-07	3.31E-05	1.834384367	5.936221489	27.40786003	Excit_L6CT_CTX	Foxg1_1	1	Sorl1	passed_through
Foxg1	Zbtb16	0.000482023	0.023005977	2.294138554	4.787181921	12.18395651	Excit_L6CT_CTX	Foxg1_1	1	Zbtb16	passed_through
Foxg1	Ppp2r1b	1.16E-05	0.001200069	-2.948758999	4.978435303	19.23451379	Excit_L6CT_CTX	Foxg1_1	1	Ppp2r1b	passed_through
Foxg1	AI593442	1.05E-10	4.37E-08	1.191769803	7.010863304	41.72088188	Excit_L6CT_CTX	Foxg1_1	1	AI593442	passed_through
Foxg1	Chrna5	7.79E-05	0.00581032	6.350400021	3.185654294	15.60873714	Excit_L6CT_CTX	Foxg1_1	1	Chrna5	passed_through
Foxg1	Islr2	0.000249021	0.014229586	-0.333243948	7.858623692	13.41951099	Excit_L6CT_CTX	Foxg1_1	1	Islr2	passed_through
Foxg1	Myo9a	4.67E-05	0.003880259	-0.486548395	7.40610492	16.57660604	Excit_L6CT_CTX	Foxg1_1	1	Myo9a	passed_through
Foxg1	Car12	0.00014901	0.00961771	-11.42627865	2.713772162	14.38467582	Excit_L6CT_CTX	Foxg1_1	1	Car12	passed_through
Foxg1	Rora	1.85E-05	0.001811742	1.955378631	5.878231872	18.34080412	Excit_L6CT_CTX	Foxg1_1	1	Rora	passed_through
Foxg1	Htr1b	0.000251845	0.014325262	5.104105122	3.530785829	13.39835602	Excit_L6CT_CTX	Foxg1_1	1	Htr1b	passed_through
Foxg1	Rasgrf1	8.07E-07	0.000132198	3.904897418	4.722740757	24.34216792	Excit_L6CT_CTX	Foxg1_1	1	Rasgrf1	passed_through
Foxg1	Dipk2a	3.05E-05	0.002773063	3.915583547	5.293753442	17.38654754	Excit_L6CT_CTX	Foxg1_1	1	Dipk2a	passed_through
Foxg1	Atp1b3	6.70E-05	0.005122187	0.461298143	7.355432188	15.8930644	Excit_L6CT_CTX	Foxg1_1	1	Atp1b3	passed_through
Foxg1	Slc35g2	0.000947816	0.03694317	2.959979089	4.521402837	10.92682789	Excit_L6CT_CTX	Foxg1_1	1	Slc35g2	passed_through
Foxg1	Cdv3	0.000149879	0.009623908	-0.607817508	7.091719001	14.37373156	Excit_L6CT_CTX	Foxg1_1	1	Cdv3	passed_through
Foxg1	Gpx1	0.00086134	0.034280238	-0.518313024	7.109569022	11.10416594	Excit_L6CT_CTX	Foxg1_1	1	Gpx1	passed_through
Foxg1	Rbms3	3.64E-19	1.13E-15	2.091783759	6.937264305	80.05534246	Excit_L6CT_CTX	Foxg1_1	1	Rbms3	passed_through
Foxg1	Itga9	1.52E-07	3.11E-05	6.211859597	4.338273965	27.56237476	Excit_L6CT_CTX	Foxg1_1	1	Itga9	passed_through
Foxg1	Ipcef1	0.00130511	0.047816915	-0.661035097	6.765103825	10.33528508	Excit_L6CT_CTX	Foxg1_1	1	Ipcef1	passed_through
Foxg1	Utrn	0.000185222	0.011255175	1.965773874	5.158506711	13.97536144	Excit_L6CT_CTX	Foxg1_1	1	Utrn	passed_through
Foxg1	Adat2	0.000342949	0.017687794	-7.184114527	3.719081831	12.81991663	Excit_L6CT_CTX	Foxg1_1	1	Adat2	passed_through
Foxg1	Abracl	0.00065903	0.028418022	-0.823968406	6.474430013	11.60137826	Excit_L6CT_CTX	Foxg1_1	1	Abracl	passed_through
Foxg1	Map7	0.000890084	0.035199275	1.594814666	5.155434054	11.04329835	Excit_L6CT_CTX	Foxg1_1	1	Map7	passed_through
Foxg1	Nkain2	0.000290268	0.015999428	-0.327248678	7.89291693	13.13217133	Excit_L6CT_CTX	Foxg1_1	1	Nkain2	passed_through
Foxg1	Foxo3	0.000951063	0.03694317	1.393557517	5.43518963	10.92049351	Excit_L6CT_CTX	Foxg1_1	1	Foxo3	passed_through
Foxg1	Cd24a	1.22E-09	4.34E-07	-0.542736753	7.884355913	36.93835213	Excit_L6CT_CTX	Foxg1_1	1	Cd24a	passed_through
Foxg1	Fam184a	0.000777672	0.032184237	1.478163518	5.489102373	11.2937806	Excit_L6CT_CTX	Foxg1_1	1	Fam184a	passed_through
Foxg1	Mcu	0.000624917	0.027703157	0.890069176	6.43577223	11.70025097	Excit_L6CT_CTX	Foxg1_1	1	Mcu	passed_through
Foxg1	Cabcoco1	0.000490464	0.023222814	5.557838324	2.848242185	12.15157624	Excit_L6CT_CTX	Foxg1_1	1	Cabcoco1	passed_through
Foxg1	Pcdh15	4.28E-05	0.003672873	0.439979055	7.742283504	16.74510632	Excit_L6CT_CTX	Foxg1_1	1	Pcdh15	passed_through
Foxg1	Ube2g2	0.00042488	0.020919859	-1.796067831	5.657924978	12.41947558	Excit_L6CT_CTX	Foxg1_1	1	Ube2g2	passed_through
Foxg1	2610008E11Rik	0.000996596	0.038554649	1.185773891	5.804778975	10.83387956	Excit_L6CT_CTX	Foxg1_1	1	2610008E11Rik	passed_through
Foxg1	Cry1	3.52E-06	0.000457178	1.325277497	6.092752142	21.50816726	Excit_L6CT_CTX	Foxg1_1	1	Cry1	passed_through
Foxg1	Timp3	1.51E-14	1.45E-11	-1.960895202	6.619030181	59.08717279	Excit_L6CT_CTX	Foxg1_1	1	Timp3	passed_through
Foxg1	Ano4	4.43E-05	0.003776802	-0.929948726	6.502969164	16.67912917	Excit_L6CT_CTX	Foxg1_1	1	Ano4	passed_through
Foxg1	Rmst	3.30E-11	1.52E-08	3.338766552	5.731391121	43.99048222	Excit_L6CT_CTX	Foxg1_1	1	Rmst	passed_through
Foxg1	Tmcc3	5.45E-06	0.000658759	-2.451270131	5.04307211	20.67334182	Excit_L6CT_CTX	Foxg1_1	1	Tmcc3	passed_through
Foxg1	Mgat4c	4.24E-05	0.003670676	-0.612160183	7.196392103	16.75937191	Excit_L6CT_CTX	Foxg1_1	1	Mgat4c	passed_through
Foxg1	Tmtc2	1.46E-05	0.001494704	1.615820537	5.821975629	18.78404503	Excit_L6CT_CTX	Foxg1_1	1	Tmtc2	passed_through
Foxg1	Csrp2	2.41E-08	5.78E-06	-0.567744647	7.465825912	31.12930964	Excit_L6CT_CTX	Foxg1_1	1	Csrp2	passed_through
Foxg1	Trhde	0.001273263	0.046787717	-1.047411798	6.343341383	10.38089019	Excit_L6CT_CTX	Foxg1_1	1	Trhde	passed_through
Foxg1	Srgap1	0.001364052	0.049021932	-0.6182772	6.790385457	10.25377477	Excit_L6CT_CTX	Foxg1_1	1	Srgap1	passed_through
Foxg1	Tafa2	2.11E-17	3.75E-14	3.609998382	6.637869391	72.0424536	Excit_L6CT_CTX	Foxg1_1	1	Tafa2	passed_through
Foxg1	Osbp2	4.58E-06	0.000576734	1.559917778	6.032629501	21.00389651	Excit_L6CT_CTX	Foxg1_1	1	Osbp2	passed_through
Foxg1	Ramp3	0.000341783	0.017687794	0.565270498	7.306614608	12.82628785	Excit_L6CT_CTX	Foxg1_1	1	Ramp3	passed_through
Foxg1	Fgf18	0.000211716	0.01249927	3.891780428	4.385144657	13.72413741	Excit_L6CT_CTX	Foxg1_1	1	Fgf18	passed_through
Foxg1	Kcnip1	9.24E-06	0.001019148	2.021435842	5.650565038	19.66142254	Excit_L6CT_CTX	Foxg1_1	1	Kcnip1	passed_through
Foxg1	Col23a1	7.16E-05	0.005440904	-1.572795577	6.213388379	15.76726919	Excit_L6CT_CTX	Foxg1_1	1	Col23a1	passed_through
Foxg1	Pdlim4	0.000207588	0.012313916	-3.926576477	3.854385289	13.76112373	Excit_L6CT_CTX	Foxg1_1	1	Pdlim4	passed_through
Foxg1	Aldh3a1	2.99E-06	0.000401141	-8.338857009	3.219131279	21.81989247	Excit_L6CT_CTX	Foxg1_1	1	Aldh3a1	passed_through
Foxg1	Doc2b	9.90E-05	0.006927388	1.47777759	5.898427289	15.15593781	Excit_L6CT_CTX	Foxg1_1	1	Doc2b	passed_through
Foxg1	Rflnb	8.85E-05	0.006485277	-0.748310116	6.813063732	15.36735501	Excit_L6CT_CTX	Foxg1_1	1	Rflnb	passed_through
Foxg1	Nxn	0.000104462	0.007229357	1.757907791	5.444288383	15.05429824	Excit_L6CT_CTX	Foxg1_1	1	Nxn	passed_through
Foxg1	Nxph3	0.000326863	0.017284729	-0.691256695	7.103324252	12.90982018	Excit_L6CT_CTX	Foxg1_1	1	Nxph3	passed_through
Foxg1	Rnd2	5.35E-05	0.00418907	0.96972984	6.464101055	16.3209727	Excit_L6CT_CTX	Foxg1_1	1	Rnd2	passed_through
Foxg1	Sstr2	1.85E-05	0.001811742	-1.265129911	6.136345277	18.34247098	Excit_L6CT_CTX	Foxg1_1	1	Sstr2	passed_through
Foxg1	Sdk2	0.000755914	0.031493028	-0.975521168	6.085226353	11.34647382	Excit_L6CT_CTX	Foxg1_1	1	Sdk2	passed_through
Foxg1	Septin9	4.88E-06	0.000608164	-3.095717373	5.040134438	20.88299111	Excit_L6CT_CTX	Foxg1_1	1	9-Sep	rescued_excel
Foxg1	Trib2	0.000153961	0.009785177	2.044615899	5.307019889	14.32313342	Excit_L6CT_CTX	Foxg1_1	1	Trib2	passed_through
Foxg1	Sntg2	6.27E-11	2.78E-08	5.390942764	4.882629121	42.73341573	Excit_L6CT_CTX	Foxg1_1	1	Sntg2	passed_through
Foxg1	F730043M19Rik	0.000308409	0.016670222	2.337331076	4.642692019	13.01861975	Excit_L6CT_CTX	Foxg1_1	1	F730043M19Rik	passed_through
Foxg1	Hdac9	0.000322127	0.017222063	1.077835997	6.072882566	12.9371365	Excit_L6CT_CTX	Foxg1_1	1	Hdac9	passed_through
Foxg1	Stxbp6	2.08E-16	2.60E-13	2.923831494	6.419446422	67.52211053	Excit_L6CT_CTX	Foxg1_1	1	Stxbp6	passed_through
Foxg1	Nova1	1.80E-05	0.001805974	1.497722661	6.01562141	18.38474724	Excit_L6CT_CTX	Foxg1_1	1	Nova1	passed_through
Foxg1	Foxg1	3.80E-05	0.003409935	0.57599387	7.620100438	16.96914567	Excit_L6CT_CTX	Foxg1_1	1	Foxg1	passed_through
Foxg1	3110039M20Rik	6.37E-05	0.004925414	1.049434594	6.518732395	15.99058371	Excit_L6CT_CTX	Foxg1_1	1	3110039M20Rik	passed_through
Foxg1	Arhgap5	5.46E-05	0.004251453	0.622009933	7.119890055	16.2810809	Excit_L6CT_CTX	Foxg1_1	1	Arhgap5	passed_through
Foxg1	Arid4a	0.000665078	0.028568546	0.556910151	7.05116471	11.58438811	Excit_L6CT_CTX	Foxg1_1	1	Arid4a	passed_through
Foxg1	Kcnh5	1.11E-06	0.000175816	2.717493256	5.101330825	23.73075502	Excit_L6CT_CTX	Foxg1_1	1	Kcnh5	passed_through
Foxg1	Fut8	0.000923991	0.036309651	0.80430187	6.731315281	10.97399946	Excit_L6CT_CTX	Foxg1_1	1	Fut8	passed_through
Foxg1	Rgs6	1.55E-06	0.000229514	-0.528764702	7.390004956	23.08785119	Excit_L6CT_CTX	Foxg1_1	1	Rgs6	passed_through
Foxg1	Syndig1l	2.70E-05	0.002494633	-0.996821246	6.527215469	17.61567808	Excit_L6CT_CTX	Foxg1_1	1	Syndig1l	passed_through
Foxg1	Flrt2	0.000640362	0.028187247	-0.395002383	7.444850063	11.65482546	Excit_L6CT_CTX	Foxg1_1	1	Flrt2	passed_through
Foxg1	Bcl11b	2.33E-07	4.39E-05	0.581468175	7.474576302	26.7404634	Excit_L6CT_CTX	Foxg1_1	1	Bcl11b	passed_through
Foxg1	Actn2	0.00117035	0.043649869	-2.034336981	4.982025618	10.53657584	Excit_L6CT_CTX	Foxg1_1	1	Actn2	passed_through
Foxg1	Ripor2	0.000366283	0.018699971	1.073625162	6.159713338	12.69679185	Excit_L6CT_CTX	Foxg1_1	1	Ripor2	passed_through
Foxg1	9330162012Rik	1.21E-06	0.000188879	-13.00687672	2.919994459	23.55648213	Excit_L6CT_CTX	Foxg1_1	1	9330162012Rik	passed_through
Foxg1	Nrsn1	9.35E-06	0.00102163	0.995425952	6.602097862	19.63993896	Excit_L6CT_CTX	Foxg1_1	1	Nrsn1	passed_through
Foxg1	Nrn1	4.59E-05	0.003880259	2.020001145	5.321613202	16.61127699	Excit_L6CT_CTX	Foxg1_1	1	Nrn1	passed_through
Foxg1	Dsp	4.01E-05	0.003514054	-8.947447775	2.829045276	16.86866492	Excit_L6CT_CTX	Foxg1_1	1	Dsp	passed_through
Foxg1	Sirt5	0.000303329	0.01650032	-1.454434463	5.767261811	13.04972272	Excit_L6CT_CTX	Foxg1_1	1	Sirt5	passed_through
Foxg1	5033430I15Rik	0.000751288	0.031405343	1.717651641	5.443484176	11.35787383	Excit_L6CT_CTX	Foxg1_1	1	5033430I15Rik	passed_through
Foxg1	Rbm24	6.36E-06	0.000754158	2.017699118	5.605855676	20.37764781	Excit_L6CT_CTX	Foxg1_1	1	Rbm24	passed_through
Foxg1	Gadd45g	9.77E-05	0.006875793	1.232476698	6.027494135	15.18069145	Excit_L6CT_CTX	Foxg1_1	1	Gadd45g	passed_through
Foxg1	Ror2	0.000951975	0.03694317	-2.253532989	4.918011755	10.91871655	Excit_L6CT_CTX	Foxg1_1	1	Ror2	passed_through
Foxg1	Drd1	0.000777243	0.032184237	-1.441338543	5.519291949	11.294805	Excit_L6CT_CTX	Foxg1_1	1	Drd1	passed_through
Foxg1	Fgfr4	2.12E-05	0.002060453	-15.02054581	2.735775515	18.08086306	Excit_L6CT_CTX	Foxg1_1	1	Fgfr4	passed_through
Foxg1	Spock1	1.81E-05	0.001805974	-0.76009242	7.189701151	18.37712305	Excit_L6CT_CTX	Foxg1_1	1	Spock1	passed_through
Foxg1	Gm35161	9.35E-05	0.006696767	10.10721654	2.685858718	15.26279809	Excit_L6CT_CTX	Foxg1_1	1	Gm35161	passed_through
Foxg1	Cast	0.00074079	0.031281416	-9.682572258	2.679036928	11.38401127	Excit_L6CT_CTX	Foxg1_1	1	Cast	passed_through
Foxg1	Slf1	0.00085181	0.034009622	-0.680282781	6.679367886	11.12480049	Excit_L6CT_CTX	Foxg1_1	1	Slf1	passed_through
Foxg1	Rab3c	1.05E-12	6.55E-10	1.580860805	7.348269722	50.74552071	Excit_L6CT_CTX	Foxg1_1	1	Rab3c	passed_through
Foxg1	Esm1	0.001016414	0.038720104	5.424005411	3.015701962	10.79742392	Excit_L6CT_CTX	Foxg1_1	1	Esm1	passed_through
Foxg1	Hcn1	0.000659293	0.028418022	-0.457092465	7.254223544	11.60063613	Excit_L6CT_CTX	Foxg1_1	1	Hcn1	passed_through
Foxg1	Cacna2d3	7.04E-17	1.10E-13	3.393461623	6.388599773	69.6629333	Excit_L6CT_CTX	Foxg1_1	1	Cacna2d3	passed_through
Foxg1	Uqcc5	9.52E-05	0.006734582	-1.723406855	6.022006228	15.23057788	Excit_L6CT_CTX	Foxg1_1	1	Smim4	passed_through
Foxg1	Cpne6	0.000342049	0.017687794	0.72919766	6.818021897	12.82483341	Excit_L6CT_CTX	Foxg1_1	1	Cpne6	passed_through
Foxg1	Emc9	7.79E-05	0.00581032	-0.895008038	6.650719255	15.6092206	Excit_L6CT_CTX	Foxg1_1	1	Emc9	passed_through
Foxg1	Fam124a	1.66E-08	4.40E-06	-0.681735393	7.300431752	31.85426017	Excit_L6CT_CTX	Foxg1_1	1	Fam124a	passed_through
